title,url,best_date_,claims,country_of_owner,primary_country,secondary_countries,robot_country_codes,language_code
করোনাভাইরাসে আক্রান্ত মুরগি? ভুয়ো খবর | False: Chicken Infected With Coronavirus,https://bangla.boomlive.in/fake-news/false-chicken-infected-with-coronavirus-6882,2020-02-14,"[""মুরগিতে করোনাভাইরাস পাওয়া গেছে""]",IN,IN,[],"[""in"",""bd""]",bn
Dieses Video-Interview eines Arztes aus Italien ist von Februar und enthält veraltete Zahlen,https://correctiv.org/faktencheck/2020/03/20/dieses-video-interview-eines-arztes-aus-italien-ist-von-februar-und-enthaelt-veraltete-zahlen/,2020-03-20,"[""Coronavirus in Italien: Keiner ist gestorben""]",DE,DE,[],"[""de""]",de
Nouveau coronavirus : attention aux fausses captures d'écran sur les réseaux sociaux,https://factuel.afp.com/nouveau-coronavirus-attention-aux-fausses-captures-decran-sur-les-reseaux-sociaux,2020-01-29,"[""Un cas de coronavirus dans une clinique à Agen""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""fr"",""cn""]",fr
Unicef faz recomendações sobre coronavírus e diz que a célula é “maior do que o normal”,https://www.boatos.org/saude/unicef-recomendacoes-coronavirus-celula-maior-normal.html,2020-03-11,"[""Unicef O Corona vírus é maior do que o normal; o diâmetro da célula é de 400 a 500 mícrons e, por esse motivo, qualquer máscara impede a sua entrada no organismo.""]",BR,BR,[],"[""pt"",""br""]",pt
Hand sanitizer can be used to prevent coronavirus infection,https://www.politifact.com/factchecks/2020/mar/03/facebook-posts/hand-sanitizer-can-be-used-prevent-coronavirus-inf/,2020-03-04,"[""\""Sanitizer will do nothing for the coronavirus.\""""]",US,US,[],"[""us""]",en
My Secret Terrius adlı Kore dizisinin salgını önceden bildiği iddiası,https://teyit.org/my-secret-terrius-adli-kore-dizisinin-salgini-onceden-bildigi-iddiasi/,2020-03-19,"[""İDDİA: 2018’de yayınlanan Güney Kore yapımı My Secret Terrius dizisi, Covid-19 salgınını önceden bildi.""]",TR,TR,[],"[""cn"",""sa"",""kr"",""us"",""tr""]",tr
Six coronavirus health myths fact-checked,https://www.bbc.com/news/world-51735367,2020-03-08,"[""Garlic can prevent coronavirus"",""Drinking water or keeping your throat wet can stop you catching coronavirus"",""The application of heat or heating your body can kill coronavirus"",""A \""miracle mineral solution\"" (MMS) or drinking bleach can cure coronavirus"",""Colloidal silver solution can help with coronavirus""]",GB,GB,"[""US"",""CN"",""ID"",""TR"",""IR"",""FR"",""IN"",""RU"",""ES""]","[""ai"",""my"",""us"",""gb"",""im"",""gg"",""np"",""bd"",""bm"",""lk"",""gh"",""in"",""sg"",""zm"",""za"",""rw"",""nz"",""tr"",""ag"",""ug"",""pk"",""ca"",""mw"",""gi"",""ie"",""tt"",""zw"",""mm"",""af"",""je"",""et"",""cy"",""tz"",""om"",""au"",""ae"",""ng"",""so"",""ke"",""qa"",""mt""]",en
"Fact Check: No, China has not sought permission to kill 20,000 coronavirus patients",https://www.indiatoday.in/fact-check/story/china-permission-court-kill-thousands-coronavirus-petients-viral-1644347-2020-02-07,2020-02-08,"[""China has sought to kill 20,000 coronavirus patients to control the spread of the virus.""]",IN,IN,[],"[""in"",""cn""]",en
"No, Trump did not create the coronavirus",https://www.politifact.com/factchecks/2020/mar/03/youtube-videos/no-trump-did-not-create-coronavirus/,2020-03-04,"[""Says President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’”""]",US,US,[],"[""us""]",en
கொரோனா வைரஸில் இருந்து பாதுகாக்கும்படி மசூதி சென்று தொழுதாரா சீன பிரதமர்?,https://tamil.factcrescendo.com/factcheck-china-prime-minister-praying-for-corona-virus-in-mosque/,2020-02-04,"[""Claim: China prime minister praying for corona virus in mosque""]",IN,IN,"[""LK""]","[""cn"",""in"",""my""]",ta
Coronavirus: Mock Drill By Chinese Police Viral As Real,https://www.boomlive.in/fake-news/coronavirus-mock-drill-by-chinese-police-viral-as-real-6997,2020-02-25,"[""Chinese SWAT Team Takes Down A Coronavirus Suspect""]",IN,IN,[],"[""in"",""cn""]",en
"La fundación de Bill Gates participó en un simulacro de pandemia, pero con síntomas comunes a varias cepas de coronavirus",https://factual.afp.com/la-fundacion-de-bill-gates-participo-en-un-simulacro-de-pandemia-pero-con-sintomas-comunes-varias,2020-02-01,"[""La Fundación Bill Gates hizo un encuentro simulacro sobre la propagación del coronavirus""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""us"",""ar"",""bo"",""br"",""pe"",""uy"",""mx"",""es"",""co"",""cn""]",es
"En Ibagué no hay casos de Covid-19, la enfermedad producida por coronavirus de Wuhan",https://colombiacheck.com/chequeos/en-ibague-no-hay-casos-de-covid-19-la-enfermedad-producida-por-coronavirus-de-wuhan?page=2,2020-02-19,"[""Se confirmó caso de muerte en Ibagué por coronavirus""]",CO,CO,[],"[""co""]",es
Cuba não inventou vacina contra o coronavírus,https://www.bol.uol.com.br/noticias/2020/03/14/cuba-nao-inventou-vacina-contra-o-coronavirus.htm,2020-03-14,"[""Cuba desenvolveu vacina conta o coronavírus""]",BR,BR,[],"[""br""]",pt
"Rapunzel Was Quarantined in ‘Tangled,’ Google the Name of Her Kingdom?",https://www.truthorfiction.com/rapunzel-was-quarantined-in-tangled-google-the-name-of-her-kingdom/,2020-03-20,"[""Rapunzel was quarantined in Tangled and she was from the kingdom of Corona.""]",US,US,[],"[""us""]",en
"Beber água fervida com alho não cura o novo coronavírus, garantem especialistas e autoridades de saúde",https://checamos.afp.com/beber-agua-fervida-com-alho-nao-cura-o-novo-coronavirus-garantem-especialistas-e-autoridades-de,2020-03-18,"[""Beber água fervida com alho cura o novo coronavírus""]",FR,BR,"[""PT""]","[""co"",""br"",""pt"",""mx"",""fr"",""us"",""cn"",""pk""]",pt
The WHO has clarified that they aren't warning people against using paper money due to coronavirus,https://fullfact.org/health/coronavirus-WHO-cash-comments/,2020-03-13,"[""The World Health Organisation (WHO) have advised people to use contactless payments instead of cash to reduce the risk of Covid-19 transmission.""]",GB,GB,[],"[""gb""]",en
Coronavírus: veja correntes com informações falsas que circulam no WhatsApp,https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-veja-correntes-com-informacoes-falsas-que-circulam-no-whatsapp/,2020-03-12,"[""Água com limão cura coronavírus""]",BR,BR,[],"[""br"",""pt"",""cn""]",pt
Coronavírus: corrente de WhatsApp dissemina informações falsas sobre prevenção,https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-corrente-de-whatsapp-dissemina-informacoes-falsas-sobre-prevencao/,2020-01-31,"[""Erva-doce previne contra coronavírus""]",BR,BR,[],"[""br""]",pt
"No, libro de 1981 no ‘predijo’ el coronavirus",https://colombiacheck.com/chequeos/no-libro-de-1981-no-predijo-el-coronavirus?page=1,2020-02-27,"[""Novela de 1981 predijo el coronavirus de 2020""]",CO,CO,[],"[""co""]",es
"Coronavirus' mentioned on Dettol is previous strains of Coronavirus, not 2019-nCoV.",https://factly.in/coronavirus-mentioned-on-dettol-is-previous-strains-of-coronavirus-not-2019-ncov/,2020-02-05,"[""Dettol kills Coronavirus. The company knew about the Coronavirus back in October 2019.""]",IN,IN,[],"[""in""]",en
Can Masks Kill Or Prevent Coronavirus?,https://www.boomlive.in/health/can-masks-kill-or-prevent-coronavirus,2020-03-16,"[""N95 masks will kill virus""]",IN,IN,[],"[""in"",""us""]",en
Es falso el supuesto audio del científico Rodolfo Llinás que aconseja aguantar la respiración y beber cada 15 minutos para combatir el coronavirus | Newtral,https://www.newtral.es/es-falso-el-supuesto-audio-del-cientifico-rodolfo-llinas-que-aconseja-aguantar-la-respiracion-y-beber-cada-15-minutos-para-combatir-el-coronavirus/20200311/,2020-03-12,"[""Audio del científico Rodolfo Llinás que aconseja aguantar la respiración y beber cada 15 minutos para combatir el coronavirus""]",ES,ES,[],"[""es""]",es
Wuhan fire officials say this video shows an apartment fire sparked by a discarded cigarette,https://factcheck.afp.com/wuhan-fire-officials-say-video-shows-apartment-fire-sparked-discarded-cigarette,2020-02-14,"[""Wuhan flat fire breaks out after residents use disinfectant against novel coronavirus""]",FR,US,"[""CA"",""IN"",""AU""]","[""us""]",en
[SALAH] Foto “China Dilaporkan Diam-diam Kremasi Korban Virus Corona”,https://cekfakta.com/focus/3569,2020-02-03,"[""[SALAH] Foto “China Dilaporkan Diam-diam Kremasi Korban Virus Corona”""]",ID,ID,[],"[""id""]",id
"No, no hay una persona en busca y captura en Almería por haberse dado a la fuga del Hospital Torrecárdenas tras dar positivo por coronavirus - Maldita.es",https://maldita.es/malditobulo/2020/03/19/persona-busca-y-captura-almeria-fuga-hospital-torrecardenas-positivo-coronavirus/,2020-03-19,"[""En busca y captura en Almería por haberse dado a la fuga del Hospital Torrecárdenas tras dar positivo por coronavirus""]",ES,ES,[],"[""es""]",es
No han bautizado a un niño como 'Yair Coronavirus Mosquera',https://colombiacheck.com/chequeos/no-han-bautizado-un-nino-como-yair-coronavirus-mosquera,2020-03-13,"[""Niño fue bautizado como Yair Coronavirus Mosquera""]",CO,CO,[],"[""co""]",es
"No, la vacuna contra el coronavirus bovino no sirve para el COVID-19",https://www.animalpolitico.com/elsabueso/coronavirus-bovino-vacuna-covid-19/,2020-03-15,"[""¿Por qué hay cura para animales, pero para humanos dicen que no existe?""]",MX,MX,[],"[""mx"",""cn""]",es
"Estados Unidos, Australia y China prueban vacunas contra el coronavirus (Covid-19)",https://colombiacheck.com/chequeos/estados-unidos-australia-y-china-prueban-vacunas-contra-el-coronavirus-covid-19?page=3,2020-03-19,"[""Estados Unidos, Australia y China tienen vacuna contra el Coronavirus lista""]",CO,CO,[],"[""co""]",es
Gobierno colombiano no ha dicho que cerrará frontera con Venezuela por Coronavirus,https://www.colombiacheck.com/index.php/chequeos/gobierno-colombiano-no-ha-dicho-que-cerrara-frontera-con-venezuela-por-coronavirus,2020-03-10,"[""Colombia cerrará la frontera con Venezuela por el Coronavirus""]",CO,CO,[],"[""co"",""cn"",""ve"",""id""]",es
La cocaína no combate el coronavirus,https://www.colombiacheck.com/index.php/chequeos/la-cocaina-no-combate-el-coronavirus?page=4,2020-03-03,"[""Cocaína mata el coronavirus""]",CO,CO,[],"[""co""]",es
"No, millions of Chinese didn't convert to Islam seeking coronavirus immunity",https://www.politifact.com/factchecks/2020/feb/25/viral-image/no-millions-chinese-didnt-convert-islam-seeking-co/,2020-02-26,"[""20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.""]",US,US,[],"[""us""]",en
[SALAH] Coronavirus Memiliki Paten,https://cekfakta.com/focus/3565,2020-01-29,"[""[SALAH] Coronavirus Memiliki Paten""]",ID,ID,[],"[""id""]",id
"No, libro de 1981 no ‘predijo’ el coronavirus",https://colombiacheck.com/chequeos/no-libro-de-1981-no-predijo-el-coronavirus?page=7,2020-02-29,"[""Novela de 1981 predijo el coronavirus de 2020""]",CO,CO,[],"[""co""]",es
Coronavirus de Wuhan no tiene relación con coronavirus canino,https://colombiacheck.com/index.php/chequeos/coronavirus-de-wuhan-no-tiene-relacion-con-coronavirus-canino,2020-02-08,"[""El coronavirus ya ha existido en mascotas y ya hay vacuna""]",CO,CO,[],"[""co""]",es
O coronavírus que afeta a China não foi criado pelos EUA; patente citada como prova é para tipo diferente do vírus,https://checamos.afp.com/o-coronavirus-que-afeta-china-nao-foi-criado-pelos-eua-patente-citada-como-prova-e-para-tipo,2020-01-29,"[""Esta patente prova que o governo dos Estados Unidos criou o coronavírus que afeta atualmente a China""]",FR,BR,"[""PT""]","[""pt"",""us"",""ae"",""cn"",""br""]",pt
"‘Coronavirus’ no ha llegado a Guaviare, ni hay un avión en cuarentena",https://www.colombiacheck.com/chequeos/coronavirus-no-ha-llegado-guaviare-ni-hay-un-avion-en-cuarentena?page=18,2020-03-07,"[""Hay un avión en cuarentena por coronavirus en Guaviare y casos en Bogotá""]",CO,CO,[],"[""co""]",es
Dettol hasn’t tested its products against the new Wuhan coronavirus yet,https://fullfact.org/online/coronavirus-dettol/,2020-02-18,"[""Dettol antiseptic spray says it kills coronavirus."",""Coronavirus isn’t dangerous as it can be killed by Dettol products.""]",GB,GB,[],"[""gb""]",en
Saline solution kills China coronavirus? Experts refute online rumour,https://factcheck.afp.com/saline-solution-kills-china-coronavirus-experts-refute-online-rumour,2020-01-24,"[""Drinking saline solution can protect you from coronavirus that broke out in Wuhan""]",FR,US,"[""CA"",""IN"",""AU""]","[""ae"",""hk"",""us"",""fr"",""cn""]",en
Fake Advisory Warns Against Buying Holi Colours From Coronavirus-Hit China,https://www.boomlive.in/health/fake-advisory-warns-against-buying-holi-colours-from-coronavirus-hit-china-7004,2020-02-25,"[""Govt, WHO issued advisory to not purchase Chinese colours during Holi""]",IN,IN,[],"[""in"",""cn"",""tw""]",en
Sri Lankan authorities say this man suffered from a condition unrelated to novel coronavirus,https://factcheck.afp.com/sri-lankan-authorities-say-man-suffered-condition-unrelated-novel-coronavirus,2020-01-30,"[""Man infected with coronavirus collapses in Colombo World Trade Center""]",FR,US,"[""CA"",""IN"",""AU""]","[""hk"",""cn"",""us"",""lk""]",en
Indian health authorities dismiss hoax report of novel coronavirus case in east Indian state,https://factcheck.afp.com/indian-health-authorities-dismiss-hoax-report-novel-coronavirus-case-east-indian-state,2020-02-17,"[""A novel coronavirus patient has been identified in eastern Indian state of Bihar's Purnea district..""]",FR,US,"[""CA"",""IN"",""AU""]","[""in"",""hk""]",en
कोरोनावायरस: चीनी पुलिस की मॉक ड्रिल ग़लत दावे के साथ वायरल,https://hindi.boomlive.in/fake-news/-coronavirus:-mock-drill-by-chinese-police-viral-as-real-7012,2020-02-26,"[""वीडियो दर्शाता है की चीन में स्वाट टीम कोरोनावायरस के पीड़ित व्यक्तियों को पकड़ रही है""]",IN,IN,[],"[""in""]",hi
"Video of Indonesian meat market viral as epicentre of coronavirus outbreak in Wuhan, China",https://www.altnews.in/video-of-indonesian-meat-market-viral-as-epicenter-of-coronavirus-outbreak-in-wuhan-china/,2020-02-05,"[""Whuan market. China, the origin of Coronavirus""]",IN,IN,[],"[""cn"",""in"",""id""]",en
"‘Coronavirus’ no ha llegado a Guaviare, ni hay un avión en cuarentena",https://colombiacheck.com/chequeos/coronavirus-no-ha-llegado-guaviare-ni-hay-un-avion-en-cuarentena?page=8,2020-02-29,"[""Hay un avión en cuarentena por coronavirus en Guaviare y casos en Bogotá""]",CO,CO,[],"[""co""]",es
Drinking Water Every 15 Minutes Does Not Prevent Coronavirus Infection,https://www.boomlive.in/world/coronavirus/drinking-water-every-15-minutes-does-not-prevent-coronavirus-infection-7220,2020-03-14,"[""Doctors in Japan advise drinking water every 15 minutes to prevent being infected with the novel Coronavirus.""]",IN,IN,[],"[""in""]",en
Viral Coronavirus 'Advisory' Is Not From UNICEF,https://www.boomlive.in/health/viral-coronavirus-advisory-is-not-from-unicef-7171,2020-03-10,"[""UNICEF issued Coronavirus advisory stating eight claims""]",IN,IN,[],"[""in""]",en
Are Companies With More Than 500 Workers Exempt From a Coronavirus...,https://www.truthorfiction.com/walmart-500-employees-hr6201-coronavirus-bill/,2020-03-14,"[""H.R. 6201, which would require employers to provide up to 14 days of paid sick leave, does not apply to companies with more than 500 workers.""]",US,US,[],"[""us""]",en
Fact-checking Donald Trump's mistakes about European travel due to coronavirus,https://www.politifact.com/article/2020/mar/12/fact-checking-donald-trumps-mistakes-about-europea/,2020-03-12,"[""\""There will be exemptions for Americans who have undergone appropriate screenings.\"""",""\""We will be suspending all travel from Europe to the United States for the next 30 days.\"""",""\""These prohibitions will not only apply to the tremendous amount of trade and cargo, but various other things as we get approval. Anything coming from Europe to the United States is what we are discussing.\""""]",US,US,[],"[""us""]",en
"Faux, cette lettre du ministre de l'Education annonçant le report des vacances d'été est un pastiche",https://factuel.afp.com/faux-cette-lettre-du-ministre-de-leducation-annoncant-le-report-des-vacances-dete-est-un-pastiche,2020-03-20,"[""Une lettre attribuée au ministère de l'Education nationale annonçant le report des vacances d'été au 31 juillet, alors que les cours sont suspendus depuis le 16 mars pour lutter contre la propagation du coronavirus, a été partagée près d'un millier de fois en quelques heures le 20 mars sur Facebook. Plusieurs indices montrent qu'en réalité, cette lettre est un faux grossier. Le ministre de l'Education l'a confirmé lui même en fin d'après-midi sur Twitter.""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""fr""]",fr
"Un wagon estampillé ""Covid-19"" ? Le marquage ne correspond pas, et l'entreprise dénonce une manipulation",https://factuel.afp.com/un-wagon-estampille-covid-19-le-marquage-ne-correspond-pas-et-lentreprise-denonce-une-manipulation,2020-03-20,"[""Un wagon arbore l'inscription \""Covid-19\"" sur le côté""]",FR,FR,"[""CD"",""CA"",""CI"",""SN"",""BE""]","[""fr"",""us""]",fr
Yeni koronavirüsün Coca Cola ile yayılmaya çalışıldığı iddiası,https://teyit.org/yeni-koronavirusun-coca-cola-ile-yayilmaya-calisildigi-iddiasi/,2020-03-18,"[""İDDİA: Yeni koronavirüs (Covid-19) Coca Cola eliyle yayılmaya çalışılıyor.""]",TR,TR,[],"[""tr""]",tr
"No, this video shows a market selling wild animals in Indonesia’s Sulawesi island",https://factual.afp.com/ar/node/7791,2020-01-28,"[""Market in Wuhan where coronavirus originated""]",FR,ES,"[""MX"",""CO"",""AR"",""UY"",""BR""]","[""fr""]",fr
